Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,league
05/04/2024,20:00,Lille,Marseille,3,1,H,14,13,6,4,13,18,4,2,1,6,0,0,Ligue1
06/04/2024,16:00,Lens,Le Havre,1,1,D,18,11,8,3,13,10,7,4,2,5,0,0,Ligue1
06/04/2024,20:00,Paris SG,Clermont,1,1,D,23,6,7,3,11,7,17,2,1,0,0,0,Ligue1
07/04/2024,12:00,Brest,Metz,4,3,H,24,8,10,6,11,17,8,5,0,1,0,0,Ligue1
07/04/2024,14:00,Montpellier,Lorient,2,0,H,13,19,5,5,11,18,5,7,3,6,0,0,Ligue1
07/04/2024,14:00,Reims,Nice,0,0,D,10,18,3,3,15,15,2,5,2,1,0,0,Ligue1
07/04/2024,14:00,Toulouse,Strasbourg,0,0,D,11,8,2,1,16,17,4,3,2,0,0,0,Ligue1
07/04/2024,16:05,Monaco,Rennes,1,0,H,16,12,5,7,16,17,6,3,3,1,1,1,Ligue1
07/04/2024,19:45,Nantes,Lyon,1,3,A,14,19,6,10,8,14,5,5,2,2,0,0,Ligue1
12/04/2024,20:00,Metz,Lens,2,1,H,11,17,5,2,11,17,5,2,2,5,0,0,Ligue1
13/04/2024,16:00,Strasbourg,Reims,3,1,H,13,8,6,2,9,18,5,4,1,3,0,1,Ligue1
13/04/2024,20:00,Rennes,Toulouse,1,2,A,19,10,4,3,20,18,8,4,3,3,0,0,Ligue1
14/04/2024,12:00,Le Havre,Nantes,0,1,A,10,12,1,4,14,12,6,7,3,2,0,0,Ligue1
14/04/2024,14:00,Clermont,Montpellier,1,1,D,10,14,2,6,12,14,3,4,1,1,0,0,Ligue1
14/04/2024,19:45,Lyon,Brest,4,3,H,16,22,8,7,12,7,10,7,5,5,1,1,Ligue1
19/04/2024,20:00,Nice,Lorient,3,0,H,19,9,10,4,11,7,2,3,0,2,0,0,Ligue1
20/04/2024,16:00,Nantes,Rennes,0,3,A,6,14,4,5,16,11,3,7,1,4,0,0,Ligue1
20/04/2024,20:00,Lens,Clermont,1,0,H,17,8,4,1,17,17,4,3,1,4,0,0,Ligue1
21/04/2024,14:00,Le Havre,Metz,0,1,A,16,9,4,2,9,19,4,2,2,3,0,0,Ligue1
21/04/2024,14:00,Lille,Strasbourg,1,0,H,6,8,2,2,11,19,4,4,2,3,0,0,Ligue1
21/04/2024,14:00,Reims,Montpellier,1,2,A,22,12,4,5,15,10,8,4,3,3,0,0,Ligue1
21/04/2024,16:05,Brest,Monaco,0,2,A,12,8,2,3,8,9,7,4,5,2,0,2,Ligue1
21/04/2024,18:00,Toulouse,Marseille,2,2,D,10,11,3,3,11,13,7,4,1,2,0,0,Ligue1
21/04/2024,20:00,Paris SG,Lyon,4,1,H,14,16,6,6,9,10,4,10,0,0,0,0,Ligue1
24/04/2024,18:00,Lorient,Paris SG,1,4,A,11,15,6,7,8,7,3,6,1,1,0,0,Ligue1
24/04/2024,20:00,Marseille,Nice,2,2,D,11,10,4,4,10,14,3,2,2,3,1,0,Ligue1
24/04/2024,20:00,Monaco,Lille,1,0,H,19,13,7,4,9,9,7,5,1,2,0,0,Ligue1
26/04/2024,20:00,Montpellier,Nantes,1,1,D,8,15,1,5,11,14,3,6,2,1,2,0,Ligue1
27/04/2024,20:00,Paris SG,Le Havre,3,3,D,17,6,4,4,10,8,11,2,2,1,0,0,Ligue1
28/04/2024,12:00,Metz,Lille,1,2,A,5,14,2,4,15,12,2,4,1,2,0,0,Ligue1
28/04/2024,14:00,Clermont,Reims,4,1,H,12,10,6,3,9,12,5,5,0,3,0,1,Ligue1
28/04/2024,14:00,Lorient,Toulouse,1,2,A,15,14,5,5,14,17,5,1,1,3,0,0,Ligue1
28/04/2024,14:00,Strasbourg,Nice,1,3,A,13,8,5,4,11,14,2,3,2,3,0,0,Ligue1
28/04/2024,16:05,Rennes,Brest,4,5,A,21,10,7,5,14,15,7,4,4,1,0,0,Ligue1
28/04/2024,18:00,Lyon,Monaco,3,2,H,15,13,4,5,15,14,3,3,1,3,0,0,Ligue1
28/04/2024,20:00,Marseille,Lens,2,1,H,13,18,6,5,8,12,3,11,2,2,0,0,Ligue1
03/05/2024,18:00,Toulouse,Montpellier,1,2,A,15,5,5,3,17,14,8,0,3,4,1,1,Ligue1
03/05/2024,20:00,Lens,Lorient,2,0,H,18,11,6,5,10,14,4,4,1,2,0,0,Ligue1
04/05/2024,14:00,Le Havre,Strasbourg,3,1,H,15,5,7,3,6,13,3,2,3,1,0,0,Ligue1
04/05/2024,16:00,Monaco,Clermont,4,1,H,23,9,8,1,13,12,4,4,3,1,0,0,Ligue1
04/05/2024,18:00,Metz,Rennes,2,3,A,7,21,4,9,15,14,2,5,2,3,1,0,Ligue1
04/05/2024,20:00,Brest,Nantes,0,0,D,9,9,2,1,6,14,6,0,3,2,0,0,Ligue1
06/05/2024,20:00,Lille,Lyon,3,4,A,8,11,5,7,14,14,4,4,3,1,0,0,Ligue1
10/05/2024,20:00,Brest,Reims,1,1,D,16,8,5,2,12,12,3,4,2,3,0,0,Ligue1
10/05/2024,20:00,Nice,Le Havre,1,0,H,13,12,6,3,10,9,6,1,2,0,0,0,Ligue1
12/05/2024,20:00,Clermont,Lyon,0,1,A,18,6,5,2,8,12,7,2,1,2,0,0,Ligue1
12/05/2024,20:00,Marseille,Lorient,3,1,H,13,14,4,3,9,6,9,5,3,4,0,0,Ligue1
12/05/2024,20:00,Montpellier,Monaco,0,2,A,14,19,3,9,20,10,3,3,1,1,0,0,Ligue1
12/05/2024,20:00,Nantes,Lille,1,2,A,9,12,5,3,17,7,5,4,4,2,0,0,Ligue1
12/05/2024,20:00,Paris SG,Toulouse,1,3,A,15,18,3,5,12,8,4,6,0,0,0,0,Ligue1
12/05/2024,20:00,Rennes,Lens,1,1,D,16,8,6,4,12,14,4,3,2,3,0,0,Ligue1
12/05/2024,20:00,Strasbourg,Metz,2,1,H,10,11,2,2,10,10,3,6,2,2,0,0,Ligue1
15/05/2024,20:00,Nice,Paris SG,1,2,A,12,11,4,4,13,10,7,2,1,3,1,0,Ligue1
15/05/2024,20:00,Reims,Marseille,1,0,H,10,19,3,3,17,9,3,10,3,1,0,0,Ligue1
19/05/2024,20:00,Le Havre,Marseille,1,2,A,13,22,6,7,11,11,5,3,1,0,0,0,Ligue1
19/05/2024,20:00,Lens,Montpellier,2,2,D,27,11,13,2,10,13,1,0,0,1,0,0,Ligue1
19/05/2024,20:00,Lille,Nice,2,2,D,12,10,3,4,9,9,3,5,3,3,1,0,Ligue1
19/05/2024,20:00,Lorient,Clermont,5,0,H,32,9,10,4,20,8,9,2,3,3,0,0,Ligue1
19/05/2024,20:00,Lyon,Strasbourg,2,1,H,15,10,6,4,7,10,7,2,1,0,0,0,Ligue1
19/05/2024,20:00,Metz,Paris SG,0,2,A,10,20,2,8,6,9,1,11,2,1,0,0,Ligue1
19/05/2024,20:00,Monaco,Nantes,4,0,H,10,6,6,3,14,23,2,2,1,2,0,0,Ligue1
19/05/2024,20:00,Reims,Rennes,2,1,H,6,15,4,5,11,17,2,4,1,1,0,0,Ligue1
19/05/2024,20:00,Toulouse,Brest,0,3,A,8,12,2,6,12,17,6,2,1,2,0,0,Ligue1
